run_id,model_id,provider,eval_date_utc,pair_id,family,item_id,part,raw_response,parsed_binary,invalid_reason,latency_ms
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FF-3,FF,3,a,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FF-3,FF,3,b,True,True,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FB-7,FB,7,a,True,True,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FB-7,FB,7,b,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FB-9,FB,9,a,True,True,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FB-9,FB,9,b,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FB-10,FB,10,a,True,True,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FB-10,FB,10,b,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,LR-11,LR,11,a,True,True,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,LR-11,LR,11,b,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FB-12,FB,12,a,True,True,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FB-12,FB,12,b,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,PP-14,PP,14,a,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,PP-14,PP,14,b,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,PP-19,PP,19,a,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,PP-19,PP,19,b,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,PP-22,PP,22,a,True,True,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,PP-22,PP,22,b,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,LR-25,LR,25,a,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,LR-25,LR,25,b,True,True,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FB-29,FB,29,a,True,True,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FB-29,FB,29,b,False,False,,
gpt56sol-consistency-20260812,GPT-5.6 Sol,OpenAI,2026-08-13,FF-33,FF,33,a,True,True,,
